Fiscal Year,Unique Identifier,Deal Number,Decision,Decision Date,Effective Date,Expiration Date,Brokered,Deal Cancelled,Country,Program,Policy Type,Decision Authority,Primary Export Product NAICS/SIC code,Product Description,Term,Primary Applicant,Primary Lender,Primary Exporter,Primary Exporter City,Primary Exporter State Code,Primary Exporter State Name,Primary Borrower,Primary Source of Repayment (PSOR),Working Capital Delegated Authority,Approved/Declined Amount,Disbursed/Shipped Amount,Undisbursed Exposure Amount,Outstanding Exposure Amount,Small Business Authorized Amount,Woman Owned Authorized Amount,Minority Owned Authorized Amount,Loan Interest Rate,Multiyear Working Capital Extension
2011,09507559ST1001,507559,Approved,7/27/2011,,,No,No,France,Insurance,ESS,Individual Delegated Authority,333994,Industrial Process Furnace and Oven Manufacturing,Short Term,"Consolidated Engineering Company, Inc",,"Consolidated Engineering Company, Inc",Kennesaw,GA,Georgia,Saint Jean Industries,Saint Jean Industries,,1620000,0,0,0,1620000,0,0,,
2011,09507574ST1001,507574,Approved,6/8/2011,6/1/2011,6/1/2012,No,No,Saudi Arabia,Insurance,ESS,Individual Delegated Authority,111219,Other Vegetable (except Potato) and Melon Farming,Short Term,"Smith Frozen Foods, Inc.",,"Smith Frozen Foods, Inc.",Weston,OR,Oregon,Food and Fine Pastries Manufacturing Co. Ltd. D/B/A Sunbulah Group,Food and Fine Pastries Manufacturing Co. Ltd. D/B/A Sunbulah Group,,49000,30909.6,0,0,0,0,0,,
2011,09507580ST1001,507580,Approved,7/1/2011,8/15/2011,8/15/2012,No,No,South Africa,Insurance,ESS,Individual Delegated Authority,311412,Frozen Specialty Food Manufacturing,Short Term,"Grove Services, Inc.",,"Grove Services, Inc.",Newton,MA,Massachusetts,Orion Cold Storage (Pty) Ltd.,Orion Cold Storage (Pty) Ltd.,,360000,0,0,0,360000,0,0,,
2011,09507581ST1001,507581,Approved,5/25/2011,6/20/2011,9/17/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,424510,Grain and Field Bean Merchant Wholesalers,Short Term,Espirito Santo Bank,Espirito Santo Bank,Archer-daniels-midland Company,Decatur,IL,Illinois,"Malta Texo de Mexico, S.A. de C.V.","Alimentos Texo, S.A. de C.V.",,4900000,4850168.4,0,0,1577800,0,0,,
2011,09507585ST1001,507585,Approved,6/10/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,313230,Nonwoven Fabric Mills,Short Term,Avanti Corp.,,Avanti Corp.,Clarksville,TN,Tennessee,Multiple - Borrowers,Multiple - PSORs,,500000,420968.59,0,0,500000,0,0,,
2011,09507602MT1001,507602,Approved,7/1/2011,7/1/2011,12/15/2011,Yes,No,Argentina,Insurance,MTS,Individual Delegated Authority,336411,Aircraft Manufacturing,Medium Term,"Air Tractor, Inc.","Wells Fargo Bank, N.a.","Air Tractor, Inc.",Olney,TX,Texas,Agroalas S.r.l.,Agroalas S.r.l.,,726624.15,726624.15,0,0,0,726624.15,0,,
2011,09507623ST1001,507623,Approved,6/20/2011,6/1/2011,6/1/2012,Yes,No,Ecuador,Insurance,FB,Individual Delegated Authority,112512,Shellfish Farming,Short Term,"Banco Internacional de Costa Rica, S.A. (Inc.)","Banco Internacional de Costa Rica, S.A. (Inc.)",Multiple - Exporters,,,,"Pescanova, S.A.","Pescanova, S.A.",,1960000,2249915,0,0,631120,0,0,,
2011,09507632ST1001,507632,Approved,6/1/2011,,,No,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,238210,Electrical Contractors and Other Wiring Installation Contractors,Short Term,"Glassmaster Controls Company, Inc.",,"Glassmaster Controls Company, Inc.",Kalamazoo,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,
2011,09507640ST1001,507640,Approved,5/27/2011,6/13/2011,6/13/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",Short Term,"American Made, LLC","Fifth Third Bank, The","American Made, Llc",Cranberry Township,PA,Pennsylvania,Multiple - Borrowers,Multiple - PSORs,,1500000,9476513.13,0,0,1500000,0,0,,
2011,09507671ST1001,507671,Approved,6/9/2011,12/1/2011,12/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,315228,Men's And Boys' Cut And Sew Other Outerwear Manuf,Short Term,Meg Company Inc.,,Meg Company Inc.,Hermosa Beach,CA,California,Multiple - Borrowers,Multiple - PSORs,,350000,110261.59,0,0,350000,350000,0,,
2011,09507675ST1001,507675,Approved,6/16/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,333298,All Other Industrial Machinery Manufacturing,Short Term,Pushcorp Inc.,,Pushcorp Inc.,Garland,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,150000,395194.61,0,0,150000,0,0,,
2011,09507678ST1001,507678,Approved,6/15/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, ",Short Term,"Seattle Safety, L.l.c",Cathay Bank,"Seattle Safety, L.L.C.",Auburn,WA,Washington,Multiple - Borrowers,Multiple - PSORs,,2000000,2258191.99,0,0,2000000,0,0,,
2011,09507723ST1001,507723,Approved,6/9/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,326199,All Other Plastics Product Manufacturing,Short Term,Rotonics Manufacturing Inc.,,Rotonics Manufacturing Inc.,Commerce City,CO,Colorado,Multiple - Borrowers,Multiple - PSORs,,600000,808598.77,0,0,0,0,0,,
2011,09507727ST1001,507727,Approved,9/14/2011,1/15/2012,1/15/2013,Yes,No,Peru,Insurance,FB,Individual Delegated Authority,326199,All Other Plastics Product Manufacturing,Short Term,"Banco Santander, S.A.","Banco Santander, S.A.",Multiple - Exporters,,,,OPP Film SA,Pack Film Ltda.,,9000000,0,0,0,2898000,0,0,,
2011,09507730ST1001,507730,Approved,5/31/2011,6/6/2011,6/6/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,112990,All Other Animal Production,Short Term,"Tex-Mex Cold Storage, Inc.",,"Tex-Mex Cold Storage, Inc.",Brownsville,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,700000,0,0,0,700000,0,700000,,
2011,09507731ST1001,507731,Approved,6/6/2011,6/1/2011,6/1/2012,No,No,Mexico,Insurance,ESS,Individual Delegated Authority,311823,Dry Pasta Manufacturing,Short Term,Kraft Foods Group Exports LLC,,"Kraft Foods Group, Inc.",Wilkes Barre,PA,Pennsylvania,"KBasa, S.A. de C.V.","KBasa, S.A. de C.V.",,270000,0,0,0,0,0,0,,
2011,09507737ST1001,507737,Approved,7/6/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,"Mid-South Control Line, LLC",JPMorgan Chase Bank,"Mid-south Control Line, L.l.c.",Marrero,LA,Louisiana,Multiple - Borrowers,Multiple - PSORs,,2000000,7427688.81,0,0,2000000,0,0,,
2011,09507742ST1001,507742,Approved,6/6/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,333993,Packaging Machinery Manufacturing,Short Term,B. H. Bunn Company,,B. H. Bunn Company,Lakeland,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,200000,0,0,0,200000,0,0,,
2011,09507744ST1001,507744,Approved,6/22/2011,,,Yes,Yes,Costa Rica,Insurance,FB,Individual Delegated Authority,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri,Short Term,Bank of Coral Gables,Bank of Coral Gables,Multiple - Exporters,,,,"Multifrio, S.A.","Quantum Real, S.A.",,0,0,0,0,0,0,0,,
2011,09507765ST1001,507765,Approved,6/7/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,Serverlift Corporation,,Serverlift Corporation,Phoenix,AZ,Arizona,Multiple - Borrowers,Multiple - PSORs,,250000,351651.8,0,0,250000,0,0,,
2011,09507771ST1001,507771,Approved,6/14/2011,5/1/2011,5/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,Short Term,"iSatori Technologies, Inc.",,"Isatori Technologies, Inc.",Golden,CO,Colorado,Multiple - Borrowers,Multiple - PSORs,,250000,702767.26,0,0,250000,0,0,,
2011,09507793ST1001,507793,Approved,5/26/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,311942,Spice and Extract Manufacturing,Short Term,"Greek Island Spice, Inc.",,"Greek Island Spice, Inc.",Fort Lauderdale,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,150000,43516.8,0,0,150000,150000,0,,
2011,09507802ST1001,507802,Approved,6/6/2011,8/1/2011,8/1/2012,No,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,322121,Paper (except Newsprint) Mills,Short Term,"Monadnock Paper Mills, Inc.",,"Monadnock Paper Mills, Inc.",Bennington,NH,New Hampshire,Multiple - Borrowers,Multiple - PSORs,,1200000,0,0,0,1200000,0,0,,
2011,09507816ST1001,507816,Approved,6/30/2011,,,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423860,Transportation Equipment and Supplies (except Motor Vehicle) Merchant Whole,Short Term,"Turbojet Partners, Inc.",,"Turbojet Partners, Inc.",Saint Charles,IL,Illinois,Multiple - Borrowers,Multiple - PSORs,,1000000,0,0,0,1000000,1000000,0,,
2011,09507820ST1001,507820,Approved,6/29/2011,7/20/2011,7/20/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,424470,Meat and Meat Product Merchant Wholesalers,Short Term,National Meat & Provision Co. Inc.,,National Meat & Provision Co. Inc.,Reserve,LA,Louisiana,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,
2011,09507822ST1001,507822,Approved,6/7/2011,6/1/2011,6/1/2012,No,No,India,Insurance,ESS,Individual Delegated Authority,333298,All Other Industrial Machinery Manufacturing,Short Term,"Mcelroy Manufacturing, Inc.",,"Mcelroy Manufacturing, Inc.",Tulsa,OK,Oklahoma,GEI Industrial Systems Limited,GEI Industrial Systems Limited,,71100,145915,0,0,71100,71100,0,,
2011,09507823ST1001,507823,Approved,6/7/2011,,,Yes,Yes,Mexico,Insurance,ESS,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,"American Lumber Company, L.P.",,"American Lumber Company, L.p.",Hamburg,NY,New York,Madinsa Tableros S.A. de C.V.,"Maderas Integradas, S.A. de C.V.",,0,0,0,0,0,0,0,,
2011,09507831MT1001,507831,Approved,6/29/2011,1/23/2011,1/29/2014,Yes,No,Mexico,Insurance,MTR,Individual Delegated Authority,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",Medium Term,Pacific Western Bank,Pacific Western Bank,"Beckman Coulter, Inc.",Brea,CA,California,"Dicipa, S.A. De C.V.","Dicipa, S.A. De C.V.",,1566543.92,331945.93,0,0.01,504427.1422,0,0,,
2011,09507840ST1001,507840,Approved,6/30/2011,6/30/2011,8/1/2012,Yes,No,Hong Kong,Insurance,ESS,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,"Neenah Paper, Inc.",,"Neenah Paper, Inc.",Alpharetta,GA,Georgia,Yuhua Xing Limited,Yuhua Xing Limited,,225000,509744.03,0,0,0,0,0,,
2011,09507892ST1001,507892,Approved,6/10/2011,6/13/2011,6/13/2012,No,No,Argentina,Insurance,ESS,Individual Delegated Authority,339115,Ophthalmic Goods Manufacturing,Short Term,Volkoptical Inc,,Volkoptical Inc,Mentor,OH,Ohio,Rosinov Surgical Instruments Gsj S.A.,Rosinov Surgical Instruments Gsj S.A.,,49500,0,0,0,0,0,0,,
2011,09507906MT1001,507906,Approved,8/3/2011,5/31/2011,4/5/2012,No,No,Turkey,Insurance,MSM,Individual Delegated Authority,334517,Irradiation Apparatus Manufacturing,Medium Term,Atradius Dutch State Business,,,,,,Istanbul Memorial Saglik Yatirimlari A.S.,Aydin Orme Sanayi ve Ticaret Anonim Sirketi,,634141,0,0,0,0,0,0,,
2011,09507909MT1001,507909,Approved,9/28/2011,11/1/2011,4/15/2012,Yes,No,Dominican Republic,Insurance,MSM,Individual Delegated Authority,423830,Industrial Machinery and Equipment Merchant Wholesalers,Medium Term,"X Body Equipment, Inc.",Merchants Bank Of California N.A.,"X Body Equipment, Inc.",Rocklin,CA,California,"Caribbean Recycling, S.R.L.","Caribbean Recycling, S.R.L.",,442531.84,442531.84,0,0,442531.84,0,0,,
2011,09507928ST1001,507928,Approved,7/26/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,541310,Architectural Services,Short Term,"AVRP Studios, Inc.",,"Avrp Studios, Inc.",San Diego,CA,California,Multiple - Borrowers,Multiple - PSORs,,250000,0,0,0,250000,0,0,,
2011,09508022ST1001,508022,Approved,6/10/2011,6/1/2011,8/1/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,111920,Cotton Farming,Short Term,Plus International Bank,Plus International Bank,Louis Dreyfus Corporation,Memphis,TN,Tennessee,"Zagis, S.A. de C.V.","Zagis, S.A. de C.V.",,2940000,5143971.65,0,0,946680,0,0,,
2011,09508052ST1001,508052,Approved,6/8/2011,6/1/2011,6/1/2012,Yes,No,Brazil,Insurance,ESS,Individual Delegated Authority,423840,Industrial Supplies Merchant Wholesalers,Short Term,M. Argueso Co. Inc D/B/A Paramelt Argueso Kindt,,M. Argueso Co. Inc D/B/A Paramelt Argueso Kindt,Cleveland,OH,Ohio,Acotecnica S.A.,Acotecnica S.A.,,117000,219062,0,0,0,0,0,,
2011,09508055ST1001,508055,Approved,6/10/2011,,,Yes,Yes,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,441110,New Car Dealers,Short Term,"Eagle Mark 4 Equipment, Inc.",,"Eagle Mark 4 Equipment, Inc.",Mansfield,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,
2011,09508060ST1001,508060,Approved,6/16/2011,6/1/2011,7/1/2012,Yes,No,Madagascar,Insurance,ASB,Individual Delegated Authority,212299,All Other Metal Ore Mining,Short Term,"Connell Company, The",,"Connell Company, The",Berkeley Heights,NJ,New Jersey,Dynatec Madagascar S.A.,Dynatec Madagascar S.A.,,270000,357400.31,0,0,0,0,0,,
2011,09508084ST1001,508084,Approved,6/5/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,ESC,Individual Delegated Authority,424690,Other Chemical and Allied Products Merchant Wholesalers,Short Term,"Fritz-Pak, Corporation",,Fritz-Pak Corporation,Mesquite,TX,Texas,Multiple - Borrowers,Multiple - PSORs,,200000,340145.01,0,0,200000,0,0,,
2011,09508108ST1001,508108,Approved,8/15/2011,12/1/2011,12/1/2012,Yes,No,Peru,Insurance,FB,Individual Delegated Authority,326199,All Other Plastics Product Manufacturing,Short Term,"Banco Santander, S.A.","Banco Santander, S.A.",Multiple - Exporters,,,,Grupo Deltron S.A.,Grupo Deltron S.A.,,4500000,8147453.17,0,0,1449000,0,0,,
2011,09508116ST1001,508116,Approved,6/29/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423930,Recyclable Material Merchant Wholesalers,Short Term,Anza Capital Partners Llc,"Drake Finance Group, Inc.",Anza Capital Partners Llc,New York,NY,New York,Multiple - Borrowers,Multiple - PSORs,,500000,185408.12,0,0,500000,0,0,,
2011,09508145ST1001,508145,Approved,6/16/2011,7/1/2011,9/28/2012,Yes,No,Nicaragua,Insurance,FB,Individual Delegated Authority,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment ",Short Term,Plus International Bank,Plus International Bank,International Electrical Sales Corporation,Miami,FL,Florida,"Industrias Edison, S.A.","Industrias Edison, S.A.",,630000,1985907.17,0,0,202860,0,0,,
2011,09508154ST1001,508154,Approved,6/13/2011,6/1/2011,6/1/2012,No,No,Germany,Insurance,ESS,Individual Delegated Authority,339999,All Other Miscellaneous Manufacturing,Short Term,"Ulbrich Stainless Steels & Special Metals, Inc.",,"Ulbrich Stainless Steels & Special Metals, Inc.",North Haven,CT,Connecticut,Sovello AG,Sovello AG,,270000,218067.06,0,0,270000,0,0,,
2011,09508159ST1001,508159,Approved,6/7/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,423840,Industrial Supplies Merchant Wholesalers,Short Term,"Argus Fire Control-Pf&s, Inc.",,"Argus Fire Control, Inc.",Charlotte,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,250000,63629,0,0,250000,250000,0,,
2011,09508163ST1001,508163,Approved,6/6/2011,6/15/2011,6/15/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,313111,Yarn Spinning Mills,Short Term,"Patrick Yarn Mill, Inc.",,"Patrick Yarn Mill, Inc.",Kings Mountain,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,500000,844703.16,0,0,500000,500000,0,,
2011,09508359ST1001,508359,Approved,7/11/2011,7/1/2011,9/28/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,333111,Farm Machinery and Equipment Manufacturing,Short Term,Plus International Bank,Plus International Bank,Mathews Company,Crystal Lake,IL,Illinois,"Mecanizaciones y Proyectos, S.A. de C.V.","Mecanizaciones y Proyectos, S.A. de C.V.",,810000,1290886.05,0,0,260820,0,0,,
2011,09508367ST1001,508367,Approved,6/10/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,445310,"Beer, Wine, and Liquor Stores",Short Term,Watts Winery,,Watts Winery,Lockeford,CA,California,Multiple - Borrowers,Multiple - PSORs,,100000,0,0,0,100000,0,0,,
2011,09508381ST1001,508381,Approved,6/22/2011,,,Yes,Yes,Israel,Insurance,ESS,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,"Northland Forest Products, Inc.",,"Northland Forest Products, Inc.",Kingston,NH,New Hampshire,B.M. Makor Haetz Vhafornir Ltd.,B.M. Makor Haetz Vhafornir Ltd.,,0,0,0,0,0,0,0,,
2011,09508382ST1001,508382,Approved,6/16/2011,6/1/2011,6/1/2012,Yes,No,India,Insurance,ESS,Individual Delegated Authority,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers",Short Term,"Northland Forest Products, Inc.",,"Northland Forest Products, Inc.",Kingston,NH,New Hampshire,Indian Window Products Industries,Indian Window Products Industries,,45000,26910.46,0,0,45000,0,0,,
2011,09508385ST1001,508385,Approved,7/8/2011,9/1/2011,9/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,322215,Nonfolding Sanitary Food Container Manufacturing,Short Term,"Flamingo Products Of South Florida, Inc.",,"Flamingo Products Of South Florida, Inc.",Hialeah,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,400000,6716.8,0,0,400000,0,0,,
2011,09508391ST1001,508391,Approved,6/22/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,336999,All Other Transportation Equipment Manufacturing,Short Term,"PFM Manufacturing, Inc.",,"Pfm Manufacturing, Inc.",Townsend,MT,Montana,Multiple - Borrowers,Multiple - PSORs,,200000,0,0,0,200000,0,0,,
2011,09508465ST1001,508465,Approved,6/22/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industri,Short Term,Nyle Systems LLC,,Nyle Systems Llc,Westport,CT,Connecticut,Multiple - Borrowers,Multiple - PSORs,,1000000,28301.48,0,0,1000000,0,0,,
2011,09508585ST1001,508585,Approved,6/30/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,339113,Surgical Appliance and Supplies Manufacturing,Short Term,Gold Thread,,Gold Thread,Blue Ash,OH,Ohio,Multiple - Borrowers,Multiple - PSORs,,200000,0,0,0,200000,0,0,,
2011,09508620ST1001,508620,Approved,6/29/2011,,,Yes,Yes,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,333319,Other Commercial And Service Industry Machinery M,Short Term,Action Target Inc.,,Action Target Inc.,Provo,UT,Utah,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,
2011,09508634ST1001,508634,Approved,6/22/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,424210,Drugs and Druggists' Sundries Merchant Wholesalers,Short Term,"BE, LLC","BHG - Commercial Credit, Inc.","Be, Llc",Pompano Beach,FL,Florida,Multiple - Borrowers,Multiple - PSORs,,50000,0,0,0,50000,0,0,,
2011,09508644ST1001,508644,Approved,7/19/2011,7/26/2011,7/26/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,424510,Grain and Field Bean Merchant Wholesalers,Short Term,Inter Banco S.A. Institucion de Banca Multiple,Inter Banco S.A. Institucion de Banca Multiple,Trc Trading Corporation,Roseville,CA,California,"Arrocera del Bajio, S.A. de C.V.","Arrocera del Bajio, S.A. de C.V.",,1960000,2430967.26,0,0,631120,0,0,,
2011,09508645ST1001,508645,Approved,6/28/2011,,,Yes,Yes,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,333298,All Other Industrial Machinery Manufacturing,Short Term,Vooner FloGard Corporation,,Vooner Flogard Corporation,Charlotte,NC,North Carolina,Multiple - Borrowers,Multiple - PSORs,,0,0,0,0,0,0,0,,
2011,09508646ST1001,508646,Approved,6/23/2011,7/1/2011,7/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesaler,Short Term,"Export Computer Exchange, Inc",,"Export Computer Exchange, Inc",Cedar City,UT,Utah,Multiple - Borrowers,Multiple - PSORs,,300000,0,0,0,300000,300000,0,,
2011,09508652ST1001,508652,Approved,6/22/2011,8/1/2011,8/1/2012,Yes,No,Multiple - Countries,Insurance,ENB,Individual Delegated Authority,621610,Home Health Care Services,Short Term,Global Healthcare Services Inc,,Global Healthcare Services Inc,Washington,DC,District of Columbia,Multiple - Borrowers,Multiple - PSORs,,500000,0,0,0,500000,0,0,,
2011,09508670ST1001,508670,Approved,7/14/2011,7/1/2011,7/1/2012,Yes,No,United Kingdom,Insurance,ESS,Individual Delegated Authority,311919,Other Snack Food Manufacturing,Short Term,Weaver Popcorn Company Inc,,Weaver Popcorn Company Inc,Indianapolis,IN,Indiana,Cornscape LTD,Cornscape LTD,,225000,748421.91,0,0,225000,0,0,,
2011,09508700ST1001,508700,Approved,6/27/2011,6/1/2011,6/1/2012,Yes,No,Italy,Insurance,ESS,Individual Delegated Authority,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,Short Term,"Telsco Industries, Inc.",,"Telsco Industries, Inc.",Garland,TX,Texas,Sicom Olona S.R.L.,Sicom Olona S.R.L.,,225000,0,0,0,225000,0,0,,
2011,09508711ST1001,508711,Approved,7/19/2011,7/1/2011,7/1/2012,Yes,No,Ireland,Insurance,ESS,Individual Delegated Authority,311919,Other Snack Food Manufacturing,Short Term,Weaver Popcorn Company Inc,,Weaver Popcorn Company Inc,Indianapolis,IN,Indiana,Irish Popcorn Company,Irish Popcorn Company,,180000,236485.45,0,0,180000,0,0,,
2011,09508712ST1001,508712,Approved,7/15/2011,7/1/2011,7/1/2012,Yes,No,Poland,Insurance,ESS,Individual Delegated Authority,311919,Other Snack Food Manufacturing,Short Term,Weaver Popcorn Company Inc,,Weaver Popcorn Company Inc,Indianapolis,IN,Indiana,P.H. Center Cracow,P.H. Center Cracow,,225000,688594.33,0,0,225000,0,0,,
2011,09508713ST1001,508713,Approved,6/22/2011,6/8/2011,6/8/2012,Yes,No,Argentina,Insurance,ESS,Individual Delegated Authority,423810,Construction and Mining (except Oil Well) Machinery and Equipment Merchant ,Short Term,"Multi-Chem Group, LLC",,"Multi-Chem Group, Llc",San Angelo,TX,Texas,"Bolland y Cia, S.A.","Bolland y Cia, S.A.",,180000,935040.42,0,0,0,0,0,,
2011,09508717ST1001,508717,Approved,6/21/2011,7/8/2011,9/8/2012,Yes,No,Mexico,Insurance,FB,Individual Delegated Authority,999999,Ex-Im Online Placeholder,Short Term,"Gestiona Capital Soluciones, Sapi De C.v., Sofom, E.n.r.","Gestiona Capital Soluciones, Sapi De C.v., Sofom, E.n.r.",Multiple - Exporters,,,,"Pallium, S.A. De C.V.","Grupo Arizan, S.A. De C.V.",,360000,1608582.75,0,0,115920,0,0,,
2011,09508720ST1001,508720,Approved,7/1/2011,7/15/2011,7/15/2012,Yes,No,Costa Rica,Insurance,FB,Individual Delegated Authority,423110,Automobile and Other Motor Vehicle Merchant Wholesalers,Short Term,Bank of Coral Gables,Bank of Coral Gables,Multiple - Exporters,,,,"United Motors Costa Rica, S.A.","United Motors Costa Rica, S.A.",,315000,209663.65,0,0,101430,0,0,,
2011,09508728ST1001,508728,Approved,6/15/2011,6/1/2011,6/1/2012,Yes,No,Multiple - Countries,Insurance,EXP,Individual Delegated Authority,424510,Grain and Field Bean Merchant Wholesalers,Short Term,Ajelica Holding Llc,"Keybank, N.A.",Ajelica Holding Llc,Flat Rock,MI,Michigan,Multiple - Borrowers,Multiple - PSORs,,300000,310000,0,0,300000,0,0,,
2011,09508735MT1001,508735,Approved,7/8/2011,6/1/2011,6/1/2012,Yes,No,Brazil,Insurance,MSM,Individual Delegated Authority,333293,Printing Machinery And Equipment Manufacturing,Medium Term,PNC Bank N.A.,PNC Bank N.A.,"Manugraph Dgm, Inc.",Elizabethville,PA,Pennsylvania,"Diario do Para, Ltda.","Diario do Para, Ltda.",,472902.43,0,0,0,152274.5825,0,0,,
2011,09508795ST1001,508795,Approved,6/10/2011,6/12/2011,6/12/2012,Yes,No,United Kingdom,Insurance,ESS,Individual Delegated Authority,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,"Kahlenberg Industries, Inc.",,"Kahlenberg Industries, Inc.",Two Rivers,WI,Wisconsin,"Sunseeker International, Ltd.","Sunseeker International, Ltd.",,45000,116336.4,0,0,45000,0,0,,
2011,09508805ST1001,508805,Approved,6/22/2011,6/12/2011,6/12/2012,Yes,No,Italy,Insurance,ESS,Individual Delegated Authority,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Short Term,"Kahlenberg Industries, Inc.",,"Kahlenberg Industries, Inc.",Two Rivers,WI,Wisconsin,Allmar SRL,Allmar SRL,,45000,105958.43,0,0,45000,0,0,,
2011,09508806MT1001,508806,Approved,8/4/2011,8/15/2011,12/1/2011,Yes,No,Brazil,Insurance,MSM,Individual Delegated Authority,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing,Medium Term,PNC Bank N.A.,PNC Bank N.A.,Harsco Corporation,Camp Hill,PA,Pennsylvania,Construtora Monteiro de Castro S/A,Construtora Monteiro de Castro S/A,,803631.12,0,0,0,258769.2206,0,0,,
2011,09508816ST1001,508816,Approved,7/14/2011,10/3/2011,12/31/2012,Yes,No,El Salvador,Insurance,FB,Individual Delegated Authority,322130,Paperboard Mills,Short Term,Espirito Santo Bank,Espirito Santo Bank,Meadwestvaco Corporation,Glen Allen,VA,Virginia,"Impresora La Union, S.A De C.V.",Buenaventura S.A. De C.V.,,450000,676017.56,0,0,144900,0,0,,
